Country,Location,Household_Size,Head_Age,Head_Gender,Head_Education,Occupation,Monthly_Income_USD,Food_Cost_USD,Rent_Cost_USD,Transport_Cost_USD,Utilities_Cost_USD,Other_Costs_USD,Total_Expenditure_USD,Has_Mobile_Money,Savings_Rate,Monthly_Savings_USD,Has_Debt,Debt_Outstanding_USD,Remittance_Received_USD,Access_to_Healthcare,Access_to_School,Percent_Income_on_Essentials,Financial_Stress_Index
Malawi,Rural,1,50,Male,Secondary,Student,10,5,0.72,0.45,0.52,0.44,7.13,TRUE,0.135,1.35,FALSE,0,0,TRUE,TRUE,0.608,0.01
Rwanda,Rural,2,55,Female,Secondary,Student,86.1,30.83,6.51,5.29,6.35,1.79,50.77,FALSE,0.051,4.39,FALSE,0,0,TRUE,TRUE,0.562,0.01
Senegal,Urban,5,41,Male,Primary,Farmer,36.58,16.25,10.11,3.01,4.34,3.62,37.33,TRUE,0.145,5.3,FALSE,0,0,TRUE,TRUE,0.897,0.021
Zambia,Rural,3,38,Male,Secondary,Trader,82.14,43.57,6.49,4.4,5.37,10.08,69.91,TRUE,0.135,11.09,FALSE,0,0,TRUE,TRUE,0.72,0.017
Malawi,Rural,3,48,Male,Primary,Artisan,50.25,20.47,0,2.41,4.82,67.25,94.95,FALSE,0.084,4.22,FALSE,0,0,FALSE,TRUE,0.54,0.05
Senegal,Urban,5,38,Female,Primary,Artisan,85.85,32.31,13.89,4.16,5.18,7.27,62.81,TRUE,0.12,10.3,FALSE,0,0,TRUE,TRUE,0.639,0.013
Rwanda,Urban,3,39,Female,Tertiary,Trader,179.68,37.72,40.15,13.5,4.02,20.75,116.14,TRUE,0.095,17.07,FALSE,0,0,TRUE,TRUE,0.528,0.011
Nigeria,Urban,2,46,Female,Secondary,Trader,127.58,57.02,22.93,2.03,8.26,23.7,113.94,FALSE,0.002,0.26,FALSE,0,0,TRUE,TRUE,0.702,0.02
Kenya,Rural,6,34,Male,No_School,Farmer,10,5,0.9,0.66,0.76,1.11,8.43,TRUE,0.155,1.55,FALSE,0,0,TRUE,TRUE,0.665,0.014
Nigeria,Rural,7,43,Male,Tertiary,Trader,10,5,1.08,0.37,0.85,2.1,9.4,TRUE,0.232,2.32,FALSE,0,0,FALSE,FALSE,0.664,0.016
Zambia,Urban,3,41,Male,Primary,Farmer,48.88,19.83,16.28,5.16,1.93,4.48,47.68,FALSE,0.013,0.64,FALSE,0,0,TRUE,TRUE,0.866,0.022
Malawi,Rural,4,52,Female,Primary,Farmer,139.94,39.68,12.78,6.4,24.21,107.06,190.13,TRUE,0.138,19.31,FALSE,0,0,TRUE,TRUE,0.589,0.033
Malawi,Urban,8,33,Female,Tertiary,Salaried,460.13,129.96,123.98,19.79,42.51,51.88,368.12,FALSE,0.087,40.03,FALSE,0,0,TRUE,TRUE,0.686,0.016
Zambia,Urban,5,18,Male,Primary,Trader,95.99,26.27,24.06,8.56,9.38,0,68.27,TRUE,0.095,9.12,FALSE,0,0,TRUE,TRUE,0.704,0.013
Senegal,Rural,1,36,Male,Secondary,Artisan,136.89,48.68,9.94,12.1,11.83,14.67,97.22,FALSE,0.041,5.61,FALSE,0,0,TRUE,TRUE,0.599,0.014
Kenya,Rural,4,45,Male,Primary,Salaried,204.98,61.68,20.42,10.49,7.13,10.21,109.93,FALSE,0.056,11.48,FALSE,0,0,FALSE,TRUE,0.484,0.008
Rwanda,Urban,4,52,Female,Tertiary,Trader,204.5,83.87,55.17,32.03,9.7,27.83,208.6,TRUE,0.026,5.32,FALSE,0,0,TRUE,TRUE,0.88,0.024
Uganda,Urban,5,32,Female,Secondary,Casual_Labour,149.19,46.24,53.73,15.6,11.47,10.61,137.65,FALSE,0.041,6.12,FALSE,0,0,TRUE,TRUE,0.846,0.021
Nigeria,Urban,4,47,Female,Secondary,Salaried,255.27,83.52,40.72,12.3,1.19,17.26,154.99,TRUE,0.121,30.89,TRUE,906.27,0,TRUE,TRUE,0.537,0.028
Nigeria,Urban,2,54,Female,Secondary,Farmer,125.48,46.24,13.62,6.24,5.74,182.63,254.47,TRUE,0.054,6.78,FALSE,0,50.4,TRUE,TRUE,0.568,0.056
Tanzania,Rural,4,49,Male,Tertiary,Salaried,287.34,90.95,23.04,6.5,12.89,198.54,331.92,TRUE,0.081,23.27,FALSE,0,0,FALSE,TRUE,0.463,0.028
Kenya,Rural,2,31,Female,Primary,Trader,128,36.66,13.33,3.8,10.01,8.13,71.93,FALSE,0.089,11.39,FALSE,0,0,FALSE,FALSE,0.495,0.008
Uganda,Rural,3,32,Male,Primary,Self_Employed,118.06,26.34,0,6.61,3.57,11.5,48.02,FALSE,0.063,7.44,FALSE,0,0,TRUE,FALSE,0.307,0.004
Nigeria,Urban,4,45,Male,Secondary,Self_Employed,153.01,63.52,57.13,0,18.41,68.42,207.48,FALSE,0.04,6.12,FALSE,0,0,FALSE,FALSE,0.903,0.035
Uganda,Rural,3,60,Male,Primary,Trader,10,5,0.48,0.47,1.57,0.9,8.42,TRUE,0.169,1.69,FALSE,0,321.62,FALSE,TRUE,0.684,0.014
Rwanda,Urban,7,40,Male,Tertiary,Salaried,381.96,123.44,81.6,30.48,27.88,80.61,344.01,FALSE,0.053,20.24,FALSE,0,0,TRUE,TRUE,0.688,0.02
Malawi,Rural,5,38,Male,No_School,Salaried,193.46,62.69,23.3,6.4,18.83,31.03,142.25,FALSE,0.084,16.25,TRUE,81.1,0,TRUE,TRUE,0.572,0.016
Uganda,Rural,5,24,Female,Primary,Trader,156.81,32.26,2.51,5.85,11.74,12.94,65.3,TRUE,0.149,23.36,FALSE,0,0,FALSE,TRUE,0.332,0.003
Nigeria,Rural,7,36,Male,Secondary,Farmer,146.88,54.36,16.1,8.76,6.43,17.35,103,TRUE,0.159,23.35,FALSE,0,0,FALSE,FALSE,0.579,0.012
Senegal,Urban,6,31,Female,Primary,Casual_Labour,71.96,32.26,17.3,6.08,2.29,8.43,66.36,FALSE,0.143,10.29,TRUE,727.94,0,TRUE,TRUE,0.794,0.072
Kenya,Urban,5,40,Female,Primary,Self_Employed,241.36,100.69,56.61,19.38,16.96,22.79,216.43,FALSE,0.002,0.48,FALSE,0,0,TRUE,TRUE,0.799,0.02
Zambia,Urban,10,22,Female,Primary,Salaried,242.88,78.61,46.42,13.33,9.66,27.95,175.97,TRUE,0.244,59.26,FALSE,0,0,TRUE,TRUE,0.607,0.011
Ghana,Rural,5,36,Male,Tertiary,Salaried,369.31,156.52,38.25,7.38,33.39,18.63,254.17,TRUE,0.112,41.36,FALSE,0,0,TRUE,TRUE,0.636,0.012
Cameroon,Urban,3,28,Female,Secondary,Trader,102.57,23.45,29.35,9.69,4.18,16.73,83.4,TRUE,0.106,10.87,FALSE,0,0,TRUE,TRUE,0.644,0.016
Cameroon,Urban,2,51,Female,Primary,Salaried,260.79,106.47,56.85,39,17.37,27.01,246.7,TRUE,0.145,37.81,TRUE,935.06,391.54,TRUE,TRUE,0.839,0.039
Ghana,Urban,1,30,Male,Secondary,Self_Employed,70.51,21.07,16.03,7.9,2.42,10.49,57.91,TRUE,0.109,7.69,FALSE,0,0,TRUE,TRUE,0.663,0.016
Uganda,Rural,5,33,Female,Secondary,Salaried,91.64,38.28,0,4.27,2.95,6.86,52.36,FALSE,0.055,5.04,TRUE,858.64,0,TRUE,TRUE,0.491,0.059
Kenya,Urban,9,43,Female,Secondary,Salaried,325.22,114.64,76.93,35.12,33.6,64.33,324.62,TRUE,0.085,27.64,TRUE,163.03,0,TRUE,TRUE,0.798,0.025
Uganda,Rural,3,35,Other,Primary,Salaried,191.81,50.97,23.19,5.56,8.85,16.95,105.52,TRUE,0.1,19.18,FALSE,0,0,TRUE,TRUE,0.459,0.008
Zambia,Rural,5,68,Female,No_School,Self_Employed,178.59,65.6,2.68,10.64,8.54,10.77,98.23,FALSE,0.023,4.11,FALSE,0,0,FALSE,TRUE,0.487,0.009
Kenya,Rural,5,51,Male,Secondary,Self_Employed,101.95,35.69,10.58,5.45,4.14,0,55.86,TRUE,0.041,4.18,FALSE,0,0,FALSE,FALSE,0.543,0.009
Ghana,Urban,3,40,Male,Primary,Self_Employed,25.39,9.31,3.27,2.27,1.14,2.75,18.74,TRUE,0.094,2.39,FALSE,0,0,TRUE,TRUE,0.606,0.013
Uganda,Urban,7,44,Male,Primary,Trader,161.8,47.55,33.7,19.32,9.19,22.32,132.08,FALSE,0.077,12.46,FALSE,0,0,TRUE,TRUE,0.674,0.017
Tanzania,Urban,2,18,Male,Primary,Salaried,404.86,108.51,58.87,38.11,0,215.93,421.42,TRUE,0.093,37.65,TRUE,291.94,0,TRUE,TRUE,0.506,0.028
Nigeria,Urban,9,55,Female,Primary,Self_Employed,121.77,47.85,46.2,12.71,10.28,12.4,129.44,TRUE,0.112,13.64,FALSE,0,0,TRUE,FALSE,0.953,0.024
Senegal,Urban,6,46,Female,Secondary,Salaried,317.75,109.72,82.84,19.24,22.83,15.45,250.08,TRUE,0.172,54.65,FALSE,0,0,TRUE,TRUE,0.736,0.014
Malawi,Rural,3,39,Female,Primary,Self_Employed,172.71,67.37,17.78,11.7,14.91,31.22,142.98,FALSE,0.106,18.31,FALSE,0,0,FALSE,TRUE,0.643,0.017
Senegal,Urban,1,47,Male,No_School,Casual_Labour,135.19,52.56,15.01,10.93,13.36,11.78,103.64,TRUE,0.143,19.33,TRUE,462.79,0,TRUE,TRUE,0.674,0.032
Zambia,Rural,9,48,Male,No_School,Farmer,44.11,17.62,5.32,0.25,2.84,0,26.03,FALSE,0.087,3.84,FALSE,0,0,TRUE,TRUE,0.577,0.009
Uganda,Urban,7,35,Female,Primary,Trader,10,5,3.18,0.77,0.63,0.93,10.51,TRUE,0.133,1.33,FALSE,0,0,TRUE,TRUE,0.871,0.02
Rwanda,Rural,4,45,Male,Primary,Salaried,219.93,80.04,0.36,13.73,17.13,0.15,111.41,TRUE,0.186,40.91,FALSE,0,0,TRUE,FALSE,0.504,0.005
Kenya,Rural,1,53,Male,Secondary,Trader,169.99,47.63,2.01,9,3.49,0,62.13,FALSE,0.006,1.02,FALSE,0,0,TRUE,FALSE,0.363,0.003
Uganda,Rural,5,45,Female,No_School,Casual_Labour,51.38,15.2,3.82,1.98,2.53,3.88,27.41,FALSE,0.012,0.62,FALSE,0,0,TRUE,FALSE,0.449,0.008
Kenya,Rural,5,37,Female,Primary,Farmer,10,5,0.37,0.74,0.89,0.45,7.45,FALSE,0.052,0.52,FALSE,0,0,TRUE,TRUE,0.636,0.013
Malawi,Rural,2,44,Female,No_School,Trader,99.5,36.3,14.57,4.42,8.55,6.88,70.72,FALSE,0.107,10.65,TRUE,524.14,0,TRUE,FALSE,0.635,0.041
Tanzania,Rural,5,57,Male,No_School,Artisan,19.56,8.73,0.79,1.28,2.46,1.84,15.1,FALSE,0.102,2,FALSE,0,0,TRUE,FALSE,0.645,0.014
Senegal,Urban,5,49,Female,Tertiary,Farmer,156.99,53.4,40.71,10.71,9.06,6.02,119.9,TRUE,0.08,12.56,FALSE,0,0,TRUE,TRUE,0.721,0.015
Nigeria,Urban,5,26,Female,Secondary,Trader,191.97,89.76,45.41,16.51,18.53,217.11,387.32,FALSE,0.061,11.71,TRUE,365.07,0,TRUE,TRUE,0.882,0.066
Malawi,Urban,2,47,Male,Secondary,Trader,157.39,74.56,23.51,19.82,9.16,7.62,134.67,FALSE,0.124,19.52,TRUE,386.78,0,TRUE,TRUE,0.802,0.03
Malawi,Urban,2,45,Female,Primary,Student,17.12,6.51,5.46,1.6,0.46,1.27,15.3,TRUE,0.109,1.87,TRUE,628.72,0,TRUE,TRUE,0.774,0.204
Senegal,Urban,5,54,Male,Primary,Trader,85.94,33.87,20.14,6.74,5.61,10.12,76.48,TRUE,0.079,6.79,FALSE,0,0,TRUE,TRUE,0.763,0.019
Malawi,Urban,6,40,Female,Primary,Farmer,109.63,34.85,33.81,8.04,5.86,19.92,102.48,TRUE,0.054,5.92,FALSE,0,0,FALSE,TRUE,0.746,0.021
Rwanda,Urban,4,36,Female,Secondary,Casual_Labour,68.34,31.96,14.88,8.18,3.24,4.92,63.18,TRUE,0.199,13.6,FALSE,0,0,TRUE,TRUE,0.84,0.018
Rwanda,Urban,1,24,Male,Secondary,Trader,96.14,29.36,26.83,8.82,2.67,6.93,74.61,TRUE,0.171,16.44,FALSE,0,0,TRUE,TRUE,0.697,0.014
Cameroon,Urban,3,32,Female,Secondary,Self_Employed,165.26,71.75,34.97,16.98,8.63,161.5,293.83,FALSE,0.053,8.76,FALSE,0,0,FALSE,TRUE,0.796,0.048
Cameroon,Rural,4,54,Male,Primary,Trader,128.89,35.8,20.79,11.41,4.49,12.59,85.08,TRUE,0.148,19.08,FALSE,0,0,FALSE,TRUE,0.558,0.01
Rwanda,Urban,6,42,Female,Primary,Farmer,103.87,41.01,32.59,4.17,12.42,10.41,100.6,TRUE,0.019,1.97,FALSE,0,0,TRUE,FALSE,0.86,0.022
Ghana,Rural,3,39,Female,Secondary,Student,89.7,38.39,9.62,4.89,7.82,10.14,70.86,FALSE,0.082,7.36,FALSE,0,0,TRUE,FALSE,0.669,0.016
Tanzania,Urban,4,56,Female,Secondary,Farmer,96.64,39.97,39.77,10.82,2.41,60.82,153.79,TRUE,0.154,14.88,TRUE,428.87,0,FALSE,TRUE,0.952,0.064
Kenya,Rural,10,53,Other,Primary,Trader,77.55,24.61,7.42,5.45,3.26,8.45,49.19,FALSE,0.032,2.48,FALSE,0,0,TRUE,TRUE,0.519,0.011
Tanzania,Rural,3,31,Male,Primary,Self_Employed,166.49,55.13,12.01,12.47,8.02,34.25,121.88,TRUE,0.137,22.81,FALSE,0,0,TRUE,TRUE,0.523,0.013
Zambia,Rural,2,54,Male,Secondary,Salaried,194.88,89.19,5.44,8.85,10.47,18.14,132.09,TRUE,0.207,40.34,TRUE,29.94,0,FALSE,TRUE,0.582,0.011
Malawi,Rural,10,20,Female,No_School,Self_Employed,181.01,56.94,0,7.47,6.31,36.85,107.57,FALSE,0,0,FALSE,0,0,TRUE,TRUE,0.389,0.011
Nigeria,Urban,7,46,Female,Secondary,Farmer,70.86,22.46,20.36,5.57,4.02,1.67,54.08,FALSE,0.043,3.05,FALSE,0,0,TRUE,TRUE,0.729,0.015
Malawi,Rural,4,44,Female,Tertiary,Self_Employed,160.21,72.95,9.23,13.54,14.49,13.97,124.18,TRUE,0.105,16.82,FALSE,0,0,TRUE,FALSE,0.684,0.015
Tanzania,Rural,4,54,Male,Primary,Farmer,63.31,21.88,5.42,3.04,3.1,6.31,39.75,TRUE,0.159,10.07,TRUE,519.47,0,TRUE,TRUE,0.52,0.053
Rwanda,Rural,5,45,Female,No_School,Student,20.7,7.17,3.15,1.1,0.5,0.62,12.54,FALSE,0.081,1.68,FALSE,0,0,TRUE,TRUE,0.549,0.009
Senegal,Rural,4,37,Female,Secondary,Salaried,199.46,95.48,20.93,13.76,0,90.04,220.21,TRUE,0.223,44.48,FALSE,0,214.48,FALSE,TRUE,0.649,0.024
Zambia,Urban,1,38,Female,No_School,Self_Employed,22.07,6.73,7.44,1.61,0.03,136.31,152.12,TRUE,0.094,2.07,FALSE,0,0,TRUE,TRUE,0.685,0.203
Rwanda,Rural,6,72,Female,Primary,Trader,188.6,56.35,5.85,9.12,12.93,171.26,255.51,TRUE,0.082,15.47,TRUE,217.7,0,TRUE,TRUE,0.444,0.04
Tanzania,Urban,4,41,Male,No_School,Trader,175.59,63.66,50.33,16.84,11.2,18,160.03,TRUE,0.138,24.23,FALSE,0,0,FALSE,TRUE,0.804,0.019
Senegal,Rural,4,47,Male,Primary,Student,34.99,12.33,1.63,1.86,1.89,6.33,24.04,FALSE,0.077,2.69,FALSE,0,338.23,TRUE,TRUE,0.492,0.012
Nigeria,Urban,2,18,Male,Tertiary,Casual_Labour,136.43,40.32,37.94,8.42,5.8,17.83,110.31,FALSE,0.114,15.55,FALSE,0,0,TRUE,TRUE,0.673,0.016
Tanzania,Rural,2,30,Male,Secondary,Trader,73.66,29.94,13.42,5.12,3.48,10.43,62.39,FALSE,0.076,5.6,FALSE,0,0,TRUE,TRUE,0.696,0.017
Kenya,Urban,2,46,Male,Primary,Self_Employed,93.72,32.9,22.01,9.64,6.35,10.73,81.63,TRUE,0.152,14.25,TRUE,125.96,0,TRUE,FALSE,0.749,0.024
Uganda,Urban,6,21,Female,Tertiary,Farmer,153.17,54.31,33.34,12.5,6.46,8.33,114.94,TRUE,0.043,6.59,FALSE,0,129.05,FALSE,TRUE,0.692,0.015
Senegal,Rural,1,47,Female,Secondary,Trader,82.78,28.95,8.09,4.18,5.09,7.55,53.86,FALSE,0.059,4.88,FALSE,0,0,TRUE,FALSE,0.553,0.012
Tanzania,Rural,7,31,Female,Primary,Casual_Labour,53.09,14.69,5.26,3.46,2.78,5.38,31.57,TRUE,0.13,6.9,FALSE,0,0,TRUE,TRUE,0.484,0.008
Rwanda,Rural,3,28,Female,No_School,Casual_Labour,45.97,13.46,0.46,3.35,2.89,22.01,42.17,TRUE,0.044,2.02,FALSE,0,0,TRUE,TRUE,0.429,0.02
Kenya,Urban,2,31,Male,Secondary,Trader,110.76,26.5,30.49,10.22,0,9.46,76.67,TRUE,0.15,16.61,TRUE,119.35,0,FALSE,TRUE,0.601,0.017
Ghana,Urban,4,58,Male,Primary,Farmer,10,5,3.8,0.44,0.84,1.27,11.35,TRUE,0.094,0.94,FALSE,0,0,FALSE,TRUE,0.916,0.023
Senegal,Rural,10,44,Male,Primary,Farmer,56.15,19.66,4.5,2.58,3.84,8.33,38.91,FALSE,0.049,2.75,FALSE,0,0,TRUE,TRUE,0.535,0.013
Kenya,Rural,3,29,Female,Primary,Salaried,143.42,60.18,13.21,13.05,6.56,71.53,164.53,FALSE,0.129,18.5,FALSE,0,0,TRUE,FALSE,0.644,0.026
Rwanda,Rural,4,49,Male,No_School,Farmer,10,5,1.44,0.28,0.51,0.96,8.19,FALSE,0.043,0.43,FALSE,0,0,TRUE,TRUE,0.657,0.015
Tanzania,Urban,6,50,Female,Secondary,Trader,160.66,69.14,44.81,21.44,12.18,184.74,332.31,TRUE,0.157,25.22,FALSE,0,0,TRUE,TRUE,0.913,0.056
Malawi,Rural,5,35,Male,No_School,Farmer,99.81,23.64,6.51,3.81,5.6,9.43,48.99,TRUE,0.111,11.08,FALSE,0,0,TRUE,TRUE,0.392,0.006
Nigeria,Urban,4,52,Male,Secondary,Trader,317.34,132.66,95.58,17.66,24.8,173.19,443.89,TRUE,0.125,39.67,FALSE,0,0,TRUE,TRUE,0.85,0.035
Malawi,Urban,3,52,Male,No_School,Casual_Labour,29.73,10.24,6.91,2.59,1.88,3.58,25.2,TRUE,0.151,4.49,TRUE,584.22,235.77,TRUE,TRUE,0.704,0.118
Uganda,Urban,4,50,Female,Secondary,Trader,86.29,21.83,9.53,3.89,7.59,12.79,55.63,FALSE,0.064,5.52,FALSE,0,0,TRUE,TRUE,0.491,0.011
Kenya,Urban,4,32,Female,Primary,Farmer,64.71,9.86,13.74,6.15,2.01,12.87,44.63,TRUE,0.134,8.67,FALSE,0,0,TRUE,TRUE,0.483,0.011
Uganda,Rural,5,26,Female,Secondary,Salaried,333.47,128.43,22.75,13.77,21.27,12.17,198.39,FALSE,0.038,12.67,TRUE,969.17,232.12,TRUE,TRUE,0.557,0.026
Nigeria,Urban,3,20,Female,No_School,Artisan,72.54,30.41,21.44,7.88,0.48,6.29,66.5,TRUE,0.152,11.03,FALSE,0,0,TRUE,TRUE,0.819,0.018
Kenya,Urban,3,32,Male,Primary,Salaried,300.37,106.43,77.81,6.18,9.33,38.23,237.98,TRUE,0.163,48.96,TRUE,893.57,0,TRUE,TRUE,0.663,0.031
Cameroon,Urban,5,36,Female,No_School,Salaried,350.83,137.6,102.59,11.91,6.8,15.79,274.69,TRUE,0.155,54.38,TRUE,275.36,0,TRUE,TRUE,0.736,0.019
Rwanda,Urban,3,37,Male,Secondary,Casual_Labour,129.2,49.26,42.74,4.57,7.14,3.04,106.75,TRUE,0.053,6.85,FALSE,0,0,TRUE,TRUE,0.797,0.017
Kenya,Rural,5,39,Male,No_School,Trader,141.57,50.1,8.07,6.91,7.06,12.86,85,FALSE,0.021,2.97,FALSE,0,0,FALSE,TRUE,0.506,0.011
Rwanda,Urban,4,61,Female,Secondary,Self_Employed,160.65,67.01,36.42,12.53,6.69,8.27,130.92,FALSE,0.055,8.84,FALSE,0,0,TRUE,TRUE,0.759,0.017
Malawi,Urban,1,36,Male,No_School,Trader,85.92,21.19,25.55,10.51,1.71,11.13,70.09,FALSE,0.034,2.92,FALSE,0,0,TRUE,TRUE,0.678,0.017
Zambia,Rural,4,39,Male,Tertiary,Artisan,95.67,34.14,4.59,5.65,0.95,6.26,51.59,TRUE,0.223,21.33,FALSE,0,0,TRUE,TRUE,0.469,0.005
Senegal,Rural,7,18,Male,Primary,Salaried,226.99,90.3,13.98,15.06,5.87,28.62,153.83,TRUE,0,0,FALSE,0,0,TRUE,TRUE,0.549,0.013
Zambia,Rural,4,67,Female,No_School,Casual_Labour,10,5,0.61,0.34,0.86,1.74,8.55,FALSE,0,0,FALSE,0,0,TRUE,TRUE,0.619,0.017
Tanzania,Urban,3,24,Female,No_School,Salaried,232.57,85.56,87.99,11.43,14.15,216.46,415.59,TRUE,0.175,40.7,FALSE,0,0,FALSE,TRUE,0.853,0.046
Senegal,Rural,8,32,Male,Primary,Self_Employed,26.82,7.18,1.3,1.39,0.86,3.1,13.83,TRUE,0.174,4.67,FALSE,0,0,TRUE,TRUE,0.386,0.005
Senegal,Rural,4,48,Female,Tertiary,Trader,161.85,57.5,32.86,9.6,9.24,10.15,119.35,TRUE,0.056,9.06,FALSE,0,0,FALSE,FALSE,0.671,0.014
Ghana,Rural,8,43,Female,No_School,Casual_Labour,51.81,15.52,5.69,1.5,3.51,8.73,34.95,FALSE,0.073,3.78,FALSE,0,0,FALSE,TRUE,0.496,0.012
Senegal,Rural,2,60,Female,Secondary,Salaried,325.78,102.23,19.72,27.2,20.55,36.81,206.51,FALSE,0.079,25.74,FALSE,0,0,FALSE,TRUE,0.519,0.011
Nigeria,Urban,9,49,Female,Primary,Farmer,10,5,2.16,0.85,0.44,1.13,9.58,TRUE,0.094,0.94,FALSE,0,0,TRUE,TRUE,0.768,0.018
Zambia,Rural,1,39,Male,Secondary,Farmer,62.66,14.2,6.83,2.8,2.75,7.92,34.5,FALSE,0.141,8.84,FALSE,0,14.38,TRUE,TRUE,0.418,0.007
Malawi,Urban,3,53,Male,Tertiary,Self_Employed,183.71,50.27,51.92,21.18,8.43,8.61,140.41,FALSE,0.033,6.06,TRUE,954.33,0,TRUE,FALSE,0.714,0.043
Rwanda,Urban,1,54,Male,Tertiary,Farmer,36.85,14.77,16.47,1.89,3.55,1.46,38.14,FALSE,0.095,3.5,FALSE,0,0,TRUE,FALSE,0.969,0.023
Tanzania,Urban,4,32,Female,No_School,Self_Employed,100.54,34.09,36.02,11.4,7.82,14.05,103.38,TRUE,0.119,11.96,FALSE,0,393.28,TRUE,TRUE,0.88,0.023
Senegal,Urban,6,52,Female,Secondary,Trader,163.51,48.82,37.91,18.34,16.14,12.99,134.2,TRUE,0.133,21.75,TRUE,384.57,0,TRUE,TRUE,0.737,0.028
Tanzania,Rural,4,37,Male,No_School,Salaried,65.75,25.09,4.98,5.57,4.17,8.5,48.31,TRUE,0.077,5.06,FALSE,0,0,TRUE,FALSE,0.596,0.014
Malawi,Rural,6,39,Female,Primary,Farmer,51.5,14.03,4.72,2.27,1.56,5.09,27.67,TRUE,0.11,5.66,TRUE,765.89,0,TRUE,TRUE,0.43,0.085
Tanzania,Rural,5,42,Female,Secondary,Trader,117.18,31.67,10.45,5.16,11.58,18.16,77.02,TRUE,0.085,9.96,TRUE,373.23,0,FALSE,TRUE,0.498,0.028
Malawi,Rural,1,35,Female,Primary,Trader,156.63,52.54,12.64,5.8,7.85,28.64,107.47,FALSE,0.104,16.29,FALSE,0,288.26,TRUE,FALSE,0.5,0.012
Senegal,Urban,3,35,Male,Secondary,Self_Employed,246.35,83.84,65.19,21.12,6.55,27.06,203.76,TRUE,0.113,27.84,FALSE,0,344.78,TRUE,TRUE,0.714,0.016
Malawi,Urban,4,52,Female,Tertiary,Farmer,177.09,52.77,47.33,15.32,5.49,25.46,146.37,TRUE,0.143,25.32,FALSE,0,0,TRUE,TRUE,0.679,0.016
Senegal,Rural,3,22,Male,Secondary,Trader,10,5,0.48,0.39,0.81,1,7.68,TRUE,0.118,1.18,FALSE,0,91.58,TRUE,FALSE,0.607,0.012
Ghana,Rural,4,27,Male,Primary,Trader,102.45,45.42,7.83,4.5,6.57,17.02,81.34,TRUE,0.109,11.17,TRUE,588.52,34.88,TRUE,TRUE,0.622,0.046
Ghana,Urban,1,48,Female,Secondary,Casual_Labour,61.49,21.37,4.68,3.33,2.35,1.55,33.28,FALSE,0.019,1.17,FALSE,0,0,TRUE,FALSE,0.508,0.009
Malawi,Rural,3,39,Male,No_School,Salaried,136.27,36.72,11.11,3.77,5.17,17.8,74.57,FALSE,0.125,17.03,TRUE,179.7,0,FALSE,TRUE,0.414,0.014
Ghana,Urban,5,52,Female,Primary,Salaried,264.06,92.87,89.58,28.69,37.24,21.48,269.86,FALSE,0.092,24.29,TRUE,430.27,0,TRUE,TRUE,0.937,0.032
Rwanda,Urban,3,44,Male,Secondary,Casual_Labour,32.54,6.56,13.34,1.92,2.39,4.28,28.49,TRUE,0.111,3.61,TRUE,632.15,0,TRUE,TRUE,0.722,0.119
Rwanda,Urban,1,24,Other,Secondary,Self_Employed,212.43,98.32,78.46,10.97,11.58,20.15,219.48,FALSE,0.103,21.88,FALSE,0,0,TRUE,TRUE,0.934,0.023
Ghana,Urban,5,41,Female,Tertiary,Casual_Labour,82.45,22.01,18.07,8.16,6.06,171.51,225.81,TRUE,0.047,3.88,FALSE,0,0,TRUE,TRUE,0.651,0.078
Ghana,Rural,5,46,Male,Primary,Salaried,153.36,55.89,11.89,9.58,0.44,12.64,90.44,TRUE,0.164,25.15,TRUE,537.38,0,FALSE,TRUE,0.504,0.027
Cameroon,Rural,2,43,Female,Tertiary,Farmer,61.7,22.3,5.56,1.18,1.92,0,30.96,TRUE,0.092,5.68,FALSE,0,0,TRUE,FALSE,0.494,0.006
Cameroon,Urban,3,34,Male,Secondary,Self_Employed,49.8,14.71,11.62,5.67,1.77,56.71,90.48,TRUE,0.109,5.43,FALSE,0,0,TRUE,TRUE,0.665,0.047
Senegal,Rural,5,37,Female,No_School,Trader,11.47,5.06,1.27,0.12,1.14,35.24,42.83,FALSE,0.034,0.39,FALSE,0,0,TRUE,FALSE,0.609,0.102
Malawi,Rural,5,33,Male,Primary,Trader,85.12,42.05,10.97,2.52,0.05,4.08,59.67,FALSE,0,0,FALSE,0,0,TRUE,FALSE,0.645,0.014
Uganda,Urban,2,24,Male,Primary,Salaried,172.26,51.27,63.08,4,5.45,21.33,145.13,TRUE,0.056,9.65,FALSE,0,0,FALSE,TRUE,0.715,0.018
Uganda,Urban,3,22,Female,Primary,Farmer,95.23,38.07,24.86,7.55,5.83,11.84,88.15,FALSE,0.058,5.52,FALSE,0,0,TRUE,TRUE,0.793,0.02
Ghana,Rural,3,45,Male,No_School,Farmer,53.71,15.09,2.48,2.7,2.48,8.05,30.8,TRUE,0.065,3.49,TRUE,614.02,0,FALSE,TRUE,0.416,0.069
Tanzania,Rural,3,30,Female,Secondary,Trader,137.23,60.72,16.66,8.42,4.19,16.84,106.83,FALSE,0,0,TRUE,53.49,0,FALSE,FALSE,0.651,0.019
Ghana,Rural,3,47,Male,No_School,Student,42.66,18.71,1.77,1.5,2.2,6.83,31.01,FALSE,0.127,5.42,FALSE,0,0,FALSE,TRUE,0.554,0.013
